Tombo,Registro,Autor,Título,Procedencia,Exemplar,Coleção,Edição,Ano,Volume,Editora,Categorias,aquisicao
,20656,"RAMOS, Pilar e ELENA, Horácio","LONGO DIA, UM",DOT,20,Primeiras Leituras,-,2007,-,EDITORA DO BRASIL,Lit. Infantojuvenil - Tempo,T
,20657,"CUTBILL, Andy","VACA QUE BOTOU UM OVO, A",DOT,20,-,-,2010,-,SALAMANDRA,Lit. Infantojuvenil - sentimentos,T
,20658,"LISBOA, Elizete",FIRIRIM FINFIM,DOT,20,Fazendo a diferença - Série Roda-pião,-,2007,-,PAULINAS,Lit. Infantojuvenil (Braile),T
,20659,"QUEIRÓS, Bartolomeu Campos de",SEM PALMEIRA OU SABIÁ,DOT,20,-,-,2006,-,PEIRÓPOLIS,Contos brasileiros,T
,20660,"THOMSON, Michael ",EM BUSCA DOS NÚMEROS PERDIDOS,DOT,20,-,19a.,2010,-,MELHORAMENTOS,Matemática recreativa,T
,20661,"THOMSON, Michael ","MISTÉRIO DOS NÚMEROS PERDIDOS, O ",DOT,20,-,12a.,2010,-,MELHORAMENTOS,Matemática recreativa,T
,20662,"TAHAN, Malba (Souza, Júlio César de Melo e)",MATEMÁTICA DIVERTIDA E CURIOSA,DOT,20,-,28a.,2011,-,RECORD,Matemática recreativa,T
,20663,"STEWART, Ian",ALMANAQUE DAS CURIOSIDADES MATEMÁTICAS,DOT,20,-,-,2009,-,ZAHAR,Matemática recreativa,T
,20664,"RIBEIRO, Nye",NO TEMPO DE MEUS BISAVÓS,DOT,20,-,-,2000,-,EDITORA DO BRASIL,Lit. Infantojuvenil - Ética,T
,20665,"SOUZA, Angela Leide de","VERSO A CADA PASSO: a poesia na estrada real, UM",DOT,20,-,-,2009,-,AUTÊNTICA,Poesia Infantojuvenil,T
,20666,"JOSÉ, Elias",POESIA É FRUTA DOCE E GOSTOSA,DOT,20,Arca de Noé,-,2009,-,AUTÊNTICA,Poesia Infantojuvenil,T
,20667,"VERGER, Pierre","VIDA EM SOCIEDADE: olhar a África e ver o Brasil, A",DOT,20,Olhar e ver,-,2011,-,CIA EDITORA NACIONAL,Cultura e História do Brasil,T
,20668,"VAUGHAN, Jenny",POR QUE MINHOCA NÃO TEM PERNA?,DOT,20,Viver e aprender,-,2008,-,MELHORAMENTOS,Lit. Infantojuvenil - animais,T
,20669,"CARDOSO, Leonardo Mendes",PLANETA TERRA: NOSSA CASA!,DOT,20,Saúde,-,2005,-,EDITORA DO BRASIL,Lit. Infantojuvenil - Ecologia,T
,20670,"BAILEY, Jacqui e LILLY, Matthew","HISTÓRIA DA ÁGUA, ",DOT,20,Ciência Viva,-,2007,-,DCL,Literatura Infantojuvenil - Água,T
,20671,"ALBINI, Eduardo","SEMENTE: S.O.S. Florestas, A",DOT,20,-,-,2010,-,AUTÊNTICA,Livro de Imagens - Água,T
,20672,"GARCEZ, Lucília e GARCEZ, Cristina",LIXO,DOT,20,Planeta saudável,-,2010,-,CALLIS,Ecologia,T
,20673,"CHU, Teddy",DO CAMPO À MESA: o caminho dos alimentos,DOT,20,Viramundo,-,2003,-,MODERNA,Alimentos,T
,20674,"RIEDERER, Marcia",ANIMAIS DA  NOSSA TERRA,DOT,20,-,5a.,2010,-,CUCA FRESCA,Lit. Infantojuvenil - animais,T
,20675,"CARUSO, Carla",ALMANAQUE DOS SENTIDOS,DOT,20,-,-,2009,-,MODERNA,Lit. Infantojuvenil - órgãos dos sentidos,T
,20676,"GRAHAM, Ian",INVENÇÕES LAR: Ideias que mudaram o mundo,DOT,20,-,-,2008,-,CIRANDA CULTURAL,Ciências - Invenções,T
,20677,"SANT´ANNA, Renata e PRATES, Valquíria",LYGIA CLARK: linhas vivas + caderno-ateliê,DOT,20,Arte à primeira vista,3a.,2009,-,PAULINAS,Arte Moderna,T
,20678,"FEIST, Hildegard",ARTE AFRICANA,DOT,20,-,-,2010,-,MODERNA,Arte africana,T
,20679,"AMARAL, Aracy e TORAL, André",ARTE E SOCIEDADE NO BRASIL: de 1957 a 1975,DOT,20,Arte e Sociedade no Brasil,2a.,2009,2,CALLIS,Arte Brasileira,T
,20680,"AMARAL, Aracy e TORAL, André",ARTE E SOCIEDADE NO BRASIL: de 1930 a 1956,DOT,20,Arte e Sociedade no Brasil,2a.,2010,1,CALLIS,Arte Brasileira,T
,20681,"MUNDURUKU, Daniel",CRÔNICAS DE SÃO PAULO: um olhar indígena,DOT,20,-,2a.,2009,-,CALLIS,Crônicas - Nomes indígenas,T
,20682,"LIMA, Renato",CHICO REI,DOT,20,Mistura Brasileira,3a.,2008,-,PAULUS,Cultura e História do Brasil,T
,20683,"ASSUNÇÃO, Paulino","NOME DO FILME É AMAZÔNIA, O",DOT,20,Redescobrindo o Brasil,-,2009,-,DIMENSÃO,Lit. Infantojuvenil - Novela,T
,20684,"FIDALGO, Lúcia",FOI QUANDO A FAMÍLIA REAL CHEGOU...,DOT,20,Mistura Brasileira,2a.,2009,-,PAULUS,Lit. Infantojuvenil -  História do Brasil,T
,20685,"DUARTE, Ronaldo Goulart","CIDADE: QUE LUGAR É ESSE?, A",DOT,20,Geografia em revista,-,2003,-,EDITORA DO BRASIL,Geografia - Estudo e Ensino,T
,20686,"DONATO, Hernâni","ÍNDIOS DO BRASIL, OS",DOT,20,Povos do passado,2a.,2010,-,MELHORAMENTOS,História do Brasil - Índios,T
,20687,"GUARINELLO, Norberto Luiz","PRIMEIROS HABITANTES DO BRASIL, OS",DOT,20,A vida no tempo,15a.,2009,-,ATUAL,História do Brasil - Índios,T
,20688,"PAIVA, Flávio",FLOR DE MARAVILHA (livro  + CD),DOT,20,-,2a.,2010,-,CORTEZ,Lit. Infantojuvenil ,T
,20689,"PAULA, Branca Maria de","PACÍFICO, O GATO",DOT,20,Estrela,3a.,2008,-,PAULINAS,Lit. Infantojuvenil - animais,T
,20690,"GUTTMANN, Mônica",ARMANDO E O TEMPO,DOT,20,-,-,2004,-,PAULUS,Lit. Infantojuvenil - Tempo,T
,20691,"SILVA, Gonçalo Ferreira da",NATUREZA,DOT,20,Ciência em versos de Cordel,-,2009,-,ROVELLE,Cordel - Ecologia,T
,20692,"PEIXOTO, Jurema Lindote Botelho; SANTANA, Eurivalda Ribeiro dos Santos e CAZORLA, Irene Maurício",SOROBAN: uma ferramenta para compreensão das quatro operaçõse,PNBE,1,-,-,2009,-,VIA LITTERARUM,Matemática - Ábaco,T
,20693,"SOBANSKI, Adriane de Quadros; CHAVES, Edilson Aparecido; BERTOLINI, João Luís da Silva e FRONZA, Marcelo",ENSINAR E APRENDER HISTÓRIA: histórias em quadrinhos e canções,PNBE,1,-,-,2009,-,BASE EDITORIAL,História - Estudo e Ensino,T
,20694,"ALMEIDA, Rosângela D. ",CARTOGRAFIA ESCOLAR,PNBE,1,Linguagem,2a.,2004,4,CONTEXTO,Cartografia,T
,20695,"BORTONI-RICARDO, Stella Maris",EDUCAÇÃO EM LÍNGUA MATERNA: a sociolinguística na sala de aula,PNBE,1,-,6a.,2010,-,PARÁBOLA EDITORIAL,Língua Portuguesa - Esudo e Ensino,T
,20696,"KRASILCHIK, Myriam e MARANDINO, Martha",ENSINO DE CIÊNCIAS E CIDADANIA,PNBE,1,Cotidiano Escolar - Ação Docente,2a.,2007,-,MODERNA,Ciências - Estudo e Ensino,T
,20697,"SADOVSKY, Patricia","ENSINO DE MATEMÁTICA HOJE: enfoques, sentidos e desafios",PNBE,1,Educação em Ação,-,2010,-,ÁTICA,Matemática - Estudo e Ensino,T
,20698,"FERRAZ, Maria Heloisa C. de T. e FUSARI, Maria F. de Rezende e",ARTE NA EDUCAÇÃO ESCOLAR,PNBE,1,-,4a.,2010,-,CORTEZ,Arte - Estudo e Ensino,T
,20699,"ROSSI, Maria Helena Wagner",IMAGENS QUE FALAM: leitura da arte na escola,PNBE,1,Educação e Arte,4a.,2009,2,MEDIAÇÃO,Arte - Estudo e Ensino,T
,20700,"CAMPOS, Helena Guimarães e FARIA, Ricardo de Moura",HISTÓRIA E LINGUAGENS,PNBE,1,História e Linguagens,-,2009,único,FTD,História - Estudo e Ensino,T
,20701,"DARIDO, Suraya Cristina e SOUZA JÚNIOR, Osmar Moreira d",PARA ENSINAR EDUCAÇÃO FÍSICA: possibilidades de intervenção na escola,PNBE,1,-,6a.,2007,-,PAPIRUS,Educação Física - Estudo e Ensino,T
,20702,"APULEIO e GULLAR, Ferreira [trad.]",EROS E PSIQUÊ,PNBE,1,-,-,2009,-,FTD,Lit. Infantojuvenil - Mitologia grega,T
,20703,"JONAS, Anne",CONTOS E LENDAS DE CIDADES E MUNDOS DESAPARECIDOS,PNBE,1,Contos e Lendas,-,2010,-,A PÁGINA,Contos - Mitologia,T
,20704,"KATZ, Welwyn Wilton",BEOWULF,PNBE,1,-,-,2009,-,COMBOIO DE CORDA,Lit. Infantojuvenil - Mitologia nórdica,T
,20705,"MUTÉN, Burleigh",HISTÓRIAS DO AVÔ: histórias de deuses e heróis de várias culturas,PNBE,1,Tecendo histórias,-,2008,-,PAULINAS,Contos folclóricos,T
,20706,"AZEVEDO, Ricardo",CONTOS E LENDAS DE UM VALE ENCANTADO: uma viagem pela cultura popular do vale do Paraíba,PNBE,1,-,-,2009,-,NOVO CONTINENTE,Contos folclóricos brasileiros,T
,20707,"CASCUDO, Luís da Câmara",LENDAS BRASILEIRAS,PNBE,1,-,11a.,2010,-,GAIA,Lit. Infantojuvenil - Folclore brasileiro,T
,20708,"CASCUDO, Luís da Câmara",VAQUEIROS E CANTADORES PARA JOVENS,PNBE,1,-,2a.,2010,-,GAIA,Lit. Infantojuvenil - Folclore brasileiro,T
,20709,"CASCUDO, Luís da Câmara",CONTOS TRADICIONAIS DO BRASIL PARA JOVENS,PNBE,1,-,-,2006,-,GAIA,Contos folclóricos brasileiros,T
,20710,"DONATO, Hernâni",CONTOS DOS MENINOS ÍNDIOS,PNBE,1,-,-,2009,-,MELHORAMENTOS,Contos folclóricos brasileiros,T
,20711,"TAHAN, Malba (Souza, Júlio César de Melo e)",NOVAS LENDAS ORIENTAIS,PNBE,1,-,13a.,2009,-,BEST SELLER,Contos folclóricos do Oriente,T
,20712,"FORJAZ, Sonia Salerno","PRINCESA QUE ENGANOU A MORTE E OUTROS CONTOS INDIANOS, A",PNBE,1,Contos Mágicos,-,2010,-,AQUARIANA,Contos folclóricos indianos,T
,20713,"BRENMAN, Ilan e ZILBERMAN, Ionit","14 PÉROLAS DA ÍNDIA, AS",PNBE,1,-,-,2008,-,BRINQUE-BOOK,Contos folclóricos indianos,T
,20714,"TKAINÃ e BACELLAR, Laura",MÃE-D´ÁGUA,PNBE,1,-,-,2010,-,SCIPIONE,Contos folclóricos brasileiros,T
,20715,"FURTADO, Jorge",PEDRO MALAZARTE E A ARARA GIGANTE,PNBE,1,-,2a.,2010,-,ARTES E OFÍCIOS,Teatro,T
,20716,"ALBISSU, Nelson",AVENTURAS DE PEDRO MALASARTES,PNBE,1,-,-,2009,-,CORTEZ,Contos folclóricos brasileiros,T
,20717,"TAVARES, Clotilde","BOTIJA, A",PNBE,1,Infantojuvenil,3a.,2009,-,EDITORA 34,Contos folclóricos brasileiros,T
,20718,"SOLER-PONT, Anna",PRÍNCIPE MEDROSO E OUTROS CONTOS AFRICANOS,PNBE,1,-,-,2009,-,CIA DAS LETRAS,Contos folclóricos africanos,T
,20719,"TOKITAKA, Janaína","SÉTIMA NOITE DE VERÃO, A",PNBE,1,-,-,2010,-,ESCRITA FINA,Contos folclóricos japoneses,T
,20720,"MARTINS, Adilson","ERINÉ, O CAÇADOR E OUTROS CONTOS AFRICANOS",PNBE,1,-,-,2010,-,PALLAS,Contos folclóricos africanos,T
,20721,BRAGANÇA. Albertino et al.,CONTOS AFRICANOS DOS PAÍSES DE LÍNGUA PORTUGUESA,PNBE,1,Para gostar de ler,-,2010,44,ÁTICA,Contos africanos,T
,20722,"BARBOSA, Rogério Andrade","NYANGARA CHENA, A COBRA CURANDEIRA",PNBE,1,Crisálida,-,2006,-,SCIPIONE,Contos folclóricos africanos,T
,20723,"OLIVEIRA, Kiusan de",OMO-OBA: HISTÓRIAS DE PRINCESA,PNBE,1,-,-,2009,-,MAZZA EDIÇÕES,Contos folclóricos africanos,T
,20724,"FERRZ, Eucanaã",BICHO DE SETE CABEÇAS E OUTROS SERES FANTÁSTICOS,PNBE,1,-,-,2010,-,BOA VIAGEM,Poesia Infantojuvenil - Sere fantásticos,T
,20725,"OLIVEIRA, Rui de","HISTÓRIA DE AMOR SEM PALAVRAS, UMA",PNBE,1,-,3a.,2009,-,EDIGRAF,Livro de Imagens,T
,20726,"MOREIRA-SANTOS, Walther","COLECIONADOR DE MANHÃS, O",PNBE,1,-,-,2009,-,SARAIVA,Lit. Infantojuvenil - sentimentos,T
,20727,"MWANGI, Meja",MZUNGU,PNBE,1,Barco a vapor - Série Vermelha,-,2006,14,EDIÇÕES SM,Lit. Infantojuvenil - África,T
,20728,"LACERDA, Nilma",BÁRBARA DEBAIXO DA CHUVA,PNBE,1,-,-,2009,-,GALERA RECORD,Romance Infantojuvenil,T
,20729,"GAARDER, Jostein e HAGERup, Klaus","BIBLIOTECA MÁGICA DE BIBBI BOKKEN, A",PNBE,1,-,-,2010,-,BOA VIAGEM,Lit. Infantojuvenil - Bibliotecas,T
,20730,"ALEXIE, Sherman",DIÁRIO ABSOLUTAMENTE VERADEIRA DE UM ÍNDIO DE MEIO EXPEDIENTE,PNBE,1,-,-,2009,-,GALERA RECORD,Romance norte-americano,T
,20731,"CUNHA, Leo e BENEVIDES, Ricardo","TURMAS DO PRÉDIO, DA RUA E DO BAIRRO",PNBE,1,-,-,2009,-,IN PACTO,Contos Infanto juvenis,T
,20732,"OPPEL, Keneth ",ASA-DE-PRATA,PNBE,1,-,-,2007,-,JOSÉ OLYMPIO,Romance Infantojuvenil,T
,20733,"REZENDE, Stella Maris","FILHA DA VENDEDORA DE CRISÂNTEMOS, A",PNBE,1,Série Teens,-,2008,-,PAULUS,Lit. Infantojuvenil - Mistério,T
,20734,"RAMOS, Anna Cláudia ","HISTÓRIA DE CLARICE, A",PNBE,1,Série Nós,2a.,2009,-,PROJETO,Novela Infantojuvenil,T
,20735,"RITER, Caio",VIAGEM AO REDOR DE FELIPE,PNBE,1,Série Nós,2a.,2010,-,PROJETO,Novela Infantojuvenil,T
,20736,"GRAHAME, Kenneth","VENTO NOS SALGUEIROS, O ",PNBE,1,-,-,2008,-,RICHMOND EDUCAÇÃO,Lit. Infantojuvenil - aventura,T
,20737,"LEÃO, Liana",METAMORFOSE DO LÍVIO,PNBE,1,-,2a.,2009,-,ELEMENTAR,Contos Infanto juvenis,T
,20738,"SANTA ANA, Antonio",NUNCA SEREI UM SUPER-HERÓI,PNBE,1,Zona Livre,2a.,2009,-,DIMENSÃO,Lit. Infantojuvenil - Adolescência,T
,20739,"TEIXEIRA, Mario",ALMA DE FOGO: um episódio imaginado da vidad e Álvares de Azevedo,PNBE,1,Palavra Livrre,-,2010,-,ÁTICA,Novela Infantojuvenil - Mistério,T
,20740,ÍNDIGO,VENDEM-SE UNICÓRNIOS,PNBE,1,-,-,2010,-,ÁTICA,Novela Infantojuvenil - Amizade,T
,20741,"RIBEIRO, João Ubaldo","VIDA E PAIXÃO DE PADOMAR, O CRUEL",PNBE,1,-,-,2009,-,OBJETIVA,Novela Infantojuvenil,T
,20742,"QUEIRÓS, Bartolomeu Campos de",VIDA E OBRA DE ALETRÍCIA DEPOIS DE ZOROASTRO,PNBE,1,-,-,2009,-,UNO,Novela Infantojuvenil,T
,20743,"VIANA, Vivina de Assis",SABE DE UMA COISA? DIÁRIO DE UMA ADOLESCENTE,PNBE,1,Entre Linhas - Adolescência,-,2009,-,SARAIVA,Novela Infantojuvenil - Adolescência,T
,20744,"CAMARGO, Maria Amália",NUM REINO COR DE BURRO QUANDO FOGE,PNBE,1,-,-,2009,-,GIRAFINHA,Lit. Infantojuvenil,T
,20745,"MACFARLANE, A. e MCPHERSON, A.","DIÁRIO DE SUSIE, O",PNBE,1,Infantojuvenil,2a.,2009,-,EDITORA 34,Lit. Infantojuvenil - Adolescência,T
,20746,"DAHL, Roald",JAMES E O PÊSSEGO GIGANTE,PNBE,1,Infantojuvenil,2a.,2009,-,EDITORA 34,Lit. Infantojuvenil,T
,20747,"RIORDAN, Rick","LADRÃO DE RAIOS, O",PNBE,1,Percy Jackson,-,2008,-,INTRÍNSECA,Lit. Infantojuvenil,T
,20748,"FUNKE, Cornelia",CORAÇÃO DE TINTA,PNBE,1,-,-,2010,-,A PÁGINA,Lit. Infantojuvenil,T
,20749,"BERGALLO, Laura",OPERAÇÃO BURACO DE MINHOCA,PNBE,1,-,-,2009,-,FAROL LITERÁRIO,Ficção Científica - Lit. Infantojuvenil,T
,20750,"JUNQUEYRA, Beto",OS NATOS EM DEU A LOUCA NO MUNDO,PNBE,1,-,-,2009,-,IBEP,Lit. Infantojuvenil - Aventura,T
,20751,"ZUGAIB, Eduardo",GOTHAM SAMPA CITY,PNBE,1,-,-,2009,-,MELHORAMENTOS,Lit. Infantojuvenil - Mistério,T
,20752,"GUEDES, Luiz Roberto e HAMAYA, Emilio Satoshi",HISTÓRIAS PARA NÃO DORMIR: DEZ CONTOS DE TERROR,PNBE,1,-,-,2009,-,NOVO CONTINENTE,Contos - Terror,T
,20753,"ACIOLI, Socorro","BAILARINA FANTASMA, A",PNBE,1,-,-,2009,-,BIRUTA,Teatro,T
,20754,"PATERSON, Katherine",PONTE PARA TERABÍTIA,PNBE,1,-,3a.,2006,-,SALAMANDRA,Lit. Infantojuvenil - Amizade,T
,20755,"BROACH, Elise",MASTERPIECE: CHEGOU A VEZ DE MARVIN NO MUNDO DA ARTE,PNBE,1,-,-,2009,-,NOVO CONCEITO,Lit. Infantojuvenil - Mistério,T
,20756,"THOMPSON, Colin",COMO VIVER PARA SEMPRE,PNBE,1,-,-,2009,-,BRINQUE-BOOK,Lit. Infantojuvenil,T
,20757,"RASPE, Rudolph Erich",LOUCAS AVENTURAS DO BARÃO DE MUNCHAUSEN,PNBE,1,-,3a.,2009,-,RICHMOND EDUCAÇÃO,Lit. Infantojuvenil - Aventura,T
,20758,"PRIETO, Heloisa",LENORA,PNBE,1,Para não morrer de medo,-,2009,-,JPA,Lit. Infantojuvenil - Mistério,T
,20759,"DRUMMOND, Regina",HISTÓRIAS DE ARREPIAR,PNBE,1,-,-,2009,-,GIZ EDITORIAL,Lit. Infantojuvenil - Terror,T
,20760,"LAGO, Angela",MINHAS ASSOMBRAÇÕES,PNBE,1,-,-,2009,-,EDELBRA,Contos Infanto juvenis,T
,20761,"AZEVEDO, Guila",HISTÓRIAS DE (IN)TOLERÂNCIA,PNBE,1,-,-,2009,-,LAFONTE,Lit. Infantojuvenil - Ética,T
,20762,"BRANDÃO, Toni",BR.COM.SACI,PNBE,1,BR.DOC,-,2006,-,DIBRA,Lit. Infantojuvenil - Aventura,T
,20763,"TRELAWNAY, Edward John",MEMÓRIAS DE UM CORSÁRIO,PNBE,1,-,-,2009,-,UDP,Lit. Infantojuvenil - aventura,T
,20764,ÍNDIGO,"COLAPSO DOS BIBELÔS, O",PNBE,1,-,-,2009,-,UNO EDUCAÇÃO,Lit. Infantojuvenil - Sentimentos,T
,20765,"MARTINS, Eliana","MÃO DE VELUDO, O ",PNBE,1,BR.DOC,-,2006,-,DIBRA,Lit. Infantojuvenil - Aventura,T
,20766,"DILL, Luís",LETRAS PERDIDAS,PNBE,1,BR.DOC,-,2006,-,DIBRA,Lit. Infantojuvenil - Aventura,T
,20767,"SALGARI, Emilio","CORSÁRIO NEGRO, O",PNBE,1,-,-,2011,-,ILUMINURAS,Lit. Infantojuvenil - Aventura,T
,20768,"MACHADO, Emerson",INVESTIGADOR DE SÓTAOS,PNBE,1,-,-,2009,-,DUNA DUETO,Novela Infantojuvenil - Aventura,T
,20769,"ALMEIDA, Hugo",VIAGEM A LUA DE CANOA ,PNBE,1,Porto Seguro,-,2009,-,NANKIN,Novela Infantojuvenil ,T
,20770,ZIRALDO,25 ANOS DO MININO MALUQUINHO,PNBE,1,-,2a.,2010,-,GLOBO LIVROS,HQ,T
,20771,"HEUVEL, Eric; ROL, Ruud van der e SCHIPPERS, Lies","BUSCA, A",PNBE,1,Quadrinhos Nacional,-,2009,-,COMPANHIA DAS LETRAS ,HQ,T
,20772,"PEREIRA, Maurício",CAUSOS DE ASSOMBRAMENTO EM QUADRINHOS,PNBE,1,-,-,2009,-,FRASE E EFEITO,HQ,T
,20773,"ALENCAR, José; GÊ, Luiz e JAF, Ivan","GUARANI, O",PNBE,1,Clássicos Brasileiros em HQ,-,2010,-,ÁTICA,HQ,T
,20774,"SOUSA, Maurício",BIDU 50 ANOS,PNBE,1,-,-,2009,-,PANINI BOOKS,HQ,T
,20775,"TWAIN, Mark e RATLIFF, Tom (adap.)","AVENTURAS DE HUCKLEBERRY FINN, AS",PNBE,1,Quadrinhos Nacional,-,2009,-,CIA EDITORA NACIONAL,HQ,T
,20776,"SCHULZ, Charles M.",PEANUTS COMPLETO1950-1952,PNBE,1,-,-,2011,-,LP&M,HQ,T
,20777,"FITZGERALD, F. Scott","CURIOSO CASO DE BENJAMIN BUTTON, O",PNBE,1,-,2a.,2009,-,EDIOURO,HQ,T
,20778,"LEE, Tony",ROBIN HOOD: A LENDA DE UM FORAGIDO,PNBE,1,-,-,2009,-,SM,HQ,T
,20779,"SEMPÉ, Jean-Jacques",MARCELINO PEDREGULHO,PNBE,1,-,-,2009,-,COSAC NAIFY,HQ,T
,20780,"SOUSA,  Maurício de",MAURÍCIO DE SOUSA POR 50 ARTISTAS,PNBE,1,-,-,2009,-,PANINI BOOKS,HQ,T
,20781,ZIRALDO,MALUQUINHO POR FUTEBOL ,PNBE,1,-,2a.,2010,-,GLOBO LIVROS,HQ,T
,20782,"GOSCINNNY, René e UDERZO, A.","ANIVERSÁRIO DE ASTERIX E OBELIX, O",PNBE,1,-,-,2009,-,RECORD,HQ,T
,20783,"DINIZ, André",QUILOMBO ORUM AIÊ,PNBE,1,-,-,2009,-,BEST SELLER,HQ,T
,20784,ZIRALDO,DIÁRIO DA JULIETA: as histórias mais secretas da Menina Maluquinha,PNBE,1,-,-,2009,-,GLOBO LIVROS,HQ,T
,20785,"VETILLO, Eduardo","PALMARES, A LUTA PELA LIBERDADE",PNBE,1,-,-,2009,-,CORTEZ,HQ,T
,20786,"MELVILLE, Herman e STAHLBERG, Lance (adap.)",MOBY DICK,PNBE,1,-,-,2009,-,FAROL LITERÁRIO,HQ,T
,20787,"JAF, Ivan e R0SA, Rodrigo",MEMÓRIAS DE UM SARGENTO DE MILÍCIAS,PNBE,1,-,-,2009,-,NOVO CONTINENTE,HQ,T
,20788,"GOMES, Dias; GUAZZELLI, Eloar (adap.)","PAGADOR DE PROMESSAS, O",PNBE,1,-,-,2009,-,SINGULAR,HQ,T
,20789,"BARRETO, Lima; VASQUES, Edgar e BRAGA, Flávio (adap.)",TRISTE FIM DE POLICARPO QUARESMA,PNBE,1,Clássicos em Graphic Novel,2a.,2009,-,SINGULAR,HQ,T
2011-02-06,20790,"PIQUEIRA, Gustavo",EU E OS OUTROS PIONEIROS DA AVIAÇÃO,PNBE,1,-,-,2008,-,ESCALA INTEGRADA,Lit. Infantojuvenil,T
2011-02-06,20791,"CRUZ, Nelson",HERDEIROS DO LOBO,PNBE,1,-,-,2009,-,UDP,Lit. Infantojuvenil,T
2011-02-06,20792,"SOLÉ, Isabel",ESTRATÉGIAS DE LEITURA,PNBE,1,-,6a.,1998,-,ARTMED,Leitura - Estratégias,T
2011-04-07,20793,"BARBATO, Silviane Bonaccorsi",INTEGRAÇÃO DE CRIANÇAS DE 6 ANOS NO ENSINO FUNDAMENTAL,PNBE,1,Ensinar Leitura e Escrita no Ensino Fundamental,-,2008,2,PARÁBOLA EDITORIAL,Alfabetização,T
2011-04-07,20794,"BORTONI-RICARDO, Stella Maris e SOUSA, Maria Alice Fernandes de","FALAR, LER E ESCREVER EM SALA DE AULA: do período pós-alfabetização ao 5o. Ano",PNBE,1,Ensinar Leitura e Escrita no Ensino Fundamental,-,2008,1,PARÁBOLA EDITORIAL,Língua Portuguesa - Esudo e Ensino,T
2011-04-07,20795,"HIPOLIDE, Márcia","ENSINO DE HISTÓRIA NOS ANOS INICIAIS DO ENSINO FUNDAMENTAL - METODOLOGIAS E CONCEITOS, O",PNBE,1,Biblioteca Pedagógica Brasileira,-,2009,-,CIA EDITORA NACIONAL,História - Estudo e Ensino,T
2011-04-07,20796,"MORAIS, Marta e ANDRADE, Maria Hilda de Paiva",CIÊNCIAS: ENSINAR E APRENDER: Anos iniciais do ensino fundamental,PNBE,1,-,-,2009,-,DIMENSÃO,Ciências - Estudo e Ensino,T
2011-04-07,20797,"RIOS, Zoé e LIBÂNIO, Márcia",DA ESCOLA PARA CASA: ALFABETIZAÇÃO,PNBE,1,-,-,2009,-,RHJ,Alfabetização,T
2011-04-07,20798,"FONSECA, Maria da Conceição F. R. et al.",ENSINO DE GEOMETRIA NA ESCOLA FUNDAMENTAL: três questões para a formação do professor dos ciclos iniciais,PNBE,1,-,3a.,2009,-,AUTÊNTICA,Geometria - Estudo e Ensino,T
2011-04-07,20799,"PASTELLS, Ángel Alsina i",DESENVOLVIMENTO DE COMPETÊNCIAS MATEMÁTICAS COM RECURSOS LÚDICO-MANIPULATIVOS: para crianças de 6 a 12 anos,PNBE,1,-,-,2009,-,BASE EDITORIAL,Matemática - Estudo e Ensino,T
2011-04-07,20800,"DANTE, Luiz Roberto",FORMULAÇÃO E RESOLUÇÃO DE PROBLEMAS DE MATEMÁTICA: Teoria e prática,PNBE,1,Educação,-,2010,-,ÁTICA,Matemática - Estudo e Ensino,T
2011-04-07,20801,"SMOLE, Kátia Stocco, DINIZ, Maria Ignez e MILANI, Estela",JOGOS DE MATEMÁTICA DE 6o. A 9o. ANO,PNBE,1,Cadernos do Mathema,-,2007,-,ARTMED,Matemática - Jogos,T
2011-04-07,20802,"RIBEIRO, Flávia Dias",JOGOS E MODELAGEM NA EDUCAÇÃO MATEMÁTICA,PNBE,1,-,-,2009,-,SARAIVA,Matemática - Estudo e Ensino,T
2011-04-07,20803,"LIBERALI, Fernanda Coelho",ATIVIDADE SOCIAL NAS AULAS DE LÍNGUA ESTRANGEIRA,PNBE,1,-,-,2009,-,MODERNA,Língua Estrangeira - Estudo e Ensino,T
2011-04-07,20804,"BALDI, Elizabeth",LEITURA NAS SÉRIES INICIAIS: uma proposta para formação de leitores de literatura,PNBE,1,-,-,2009,-,PROJETO,Leitura - Estudo e Ensino,T
2011-04-07,20805,"GALLARDO, Jorge Sergio Pérez",PRÁTICA DE ENSINO EM EDUCAÇÃO FÍSICA: a criança em movimento,PNBE,1,-,-,2009,-,FTD,Educação Física - Estudo e Ensino,T
2011-04-07,20806,"MACHADO, Maria Clara",AVENTURA DO TEATRO & COMO FAZER TEATRINHO DE BONECOS,PNBE,1,-,2a.,2009,-,SINGULAR,Teatro - Estudo e Ensino,T
2011-04-07,20807,"KARNAL, Leandro (org.)","HISTÓRIA NA SALA DE AULA: conceitos, práticas e propostas",PNBE,1,-,6a.,2010,-,CONTEXTO,História - Estudo e Ensino,T
2011-04-07,20808,"MOCELLIN, Renato",HISTÓRIA E CINEMA: EDUCAÇÃO PARA AS MÍDIAS,PNBE,1,-,-,2009,-,EDITORA DO BRASIL,História - Estudo e Ensino,T
2011-04-07,20809,"FERREIRA, Marieta de Moraes e FRANCO, Renato",APRENDENDO HISTÓRIA: REFLEX ÃO E ENSINO,PNBE,1,-,-,2009,-,EDITORA DO BRASIL,História - Estudo e Ensino,T
